-23,-9,-12,-6,-5,-2,-7,-4
6,13,0,-3,-2,-2,0,-3
-3,-9,-2,-2,-2,-4,-11,-1
-2,-2,0,0,3,4,14,-3
4,-2,1,-1,-2,-1,-9,2
0,0,-2,-1,-2,-5,-12,-12
-11,4,-6,-2,-3,1,4,-11
-2,-1,-2,-3,-2,-3,18,7
0,-7,0,1,1,2,-2,1
-1,0,-1,4,0,2,-3,2
3,3,1,2,2,0,2,4
-9,-4,-3,-1,-1,-4,-6,-6
1,-3,-1,1,0,2,4,1
2,2,0,0,-2,1,7,4
11,6,1,-3,-4,-2,-3,4
-8,-10,-4,-4,-3,-5,-9,-2
4,8,0,-2,-2,-2,-6,-3
-1,-17,0,2,1,1,2,1
4,-1,-1,-2,0,1,0,2
-3,-5,-1,-1,-2,-4,-13,-7
0,-4,-1,0,1,2,2,1
-6,-3,-1,-2,1,-2,3,-2
-6,-3,-1,-1,-1,8,7,-2
3,-2,1,-1,-3,-14,-22,-9
-5,-16,-4,-1,1,2,4,-1
2,4,-1,-1,0,-1,-31,-19
-1,-4,-3,0,0,2,13,12
4,9,-2,0,-1,0,-5,0
2,-5,0,-1,-3,-5,-1,-5
-16,-7,-2,-3,-3,-3,-6,-7
5,14,1,-1,-2,-2,-3,-5
-23,-19,-2,0,0,3,4,-1
9,13,0,-1,-3,-1,-1,-1
1,2,-2,-1,-2,3,15,9
-4,-6,-2,0,-2,-7,-10,-3
-1,-2,-1,-1,0,-1,2,2
-4,1,-1,-2,-2,-1,-3,-1
2,1,2,-1,-2,-2,6,4
1,1,0,-2,-1,-4,-7,-2
5,4,-1,-2,1,-2,-7,-5
0,-1,1,-1,-1,4,19,3
21,23,-1,-2,-1,0,7,6
0,1,-3,0,-1,-5,-8,-2
9,9,-4,-1,-4,1,0,1
-6,-4,-2,-1,1,0,-1,-4
5,2,2,2,1,0,4,5
-2,-3,-3,-2,0,-2,-4,-4
-2,0,-3,-2,-2,2,3,-2
1,-1,-1,-1,-2,-2,-4,0
-4,-3,-2,-5,0,-3,-2,0
-3,-6,0,-1,0,-2,-2,0
-1,-3,-3,-2,-3,-1,-1,-1
-2,-5,-3,-2,-2,-3,-3,-1
-7,-7,-2,1,1,0,1,-3
-7,-7,-1,-2,-1,0,0,-4
-2,-4,-3,-1,-3,-2,1,0
-6,-3,-3,-1,-2,-2,-5,-3
-3,-4,-1,-2,-2,-2,-1,-1
2,-3,-1,-1,-1,-1,-2,-1
0,1,3,0,1,0,-3,-1
-2,6,0,1,0,0,-2,-1
-5,-13,0,0,0,2,1,0
-2,-2,-2,-1,-2,-2,-2,-1
0,2,-2,-3,-2,-3,0,0
1,-2,-3,-3,-3,-2,-1,0
0,-3,-3,-1,-3,-1,1,-1
-5,0,-2,-1,-2,-2,-5,-2
-1,2,0,-2,1,1,3,-2
-2,-10,-1,-2,1,-11,-15,-1
-8,3,-4,-4,-4,-4,-2,-1
2,-1,-2,0,0,-1,0,-1
1,0,2,3,0,2,-1,0
-3,1,-3,0,-5,2,2,-1
-3,-8,2,4,4,-1,-3,0
2,5,1,0,1,1,-2,0
-9,-4,-3,1,-1,0,-2,-2
3,6,1,-3,-2,1,3,2
-1,-1,0,-3,-5,-4,-1,-2
